2396.38	1.41E-10	1.62E-10
2396.38	1.40E-10	1.61E-10
2396.38	1.40E-10	1.61E-10
2896.4	1.22E-10	1.38E-10
2896.4	1.23E-10	1.38E-10
2896.4	1.22E-10	1.37E-10
2896.4	1.22E-10	1.37E-10
2936.18	1.21E-10	1.36E-10
2936.18	1.20E-10	1.34E-10
2936.18	1.20E-10	1.34E-10
3400.31	9.23E-11	1.09E-10
3400.31	9.30E-11	1.09E-10
3400.31	9.27E-11	1.09E-10
3400.31	9.23E-11	1.09E-10
3453.09	9.51E-11	1.06E-10
3453.09	9.46E-11	1.05E-10
3453.09	9.46E-11	1.05E-10
3453.09	9.53E-11	1.06E-10
3902.42	9.02E-11	9.89E-11
3902.42	9.04E-11	9.92E-11
3902.42	9.10E-11	9.97E-11
3902.42	9.10E-11	9.97E-11
3948.84	8.86E-11	1.01E-10
3948.84	8.86E-11	1.01E-10
3948.84	8.93E-11	1.02E-10
3948.84	8.90E-11	1.02E-10
4396.37	9.74E-11	1.10E-10
4396.37	9.83E-11	1.10E-10
4396.37	9.77E-11	1.10E-10
4396.37	9.83E-11	1.10E-10
4443.48	1.01E-10	1.09E-10
4443.48	1.01E-10	1.08E-10
4443.48	1.01E-10	1.08E-10
4443.48	1.01E-10	1.09E-10
4893.98	1.03E-10	1.20E-10
4893.98	1.02E-10	1.20E-10
4893.98	1.03E-10	1.21E-10
4893.98	1.03E-10	1.21E-10
4938.44	1.06E-10	1.17E-10
4938.44	1.07E-10	1.18E-10
4938.44	1.07E-10	1.17E-10
4938.44	1.07E-10	1.18E-10
5392.44	1.14E-10	1.35E-10
5392.44	1.14E-10	1.35E-10
5392.44	1.13E-10	1.34E-10
5392.44	1.13E-10	1.34E-10
5445.16	1.18E-10	1.34E-10
5445.16	1.18E-10	1.34E-10
5445.16	1.17E-10	1.33E-10
5445.16	1.17E-10	1.33E-10
5946.06	1.20E-10	1.38E-10
5946.06	1.20E-10	1.38E-10
5946.06	1.19E-10	1.37E-10
5946.06	1.19E-10	1.37E-10
